SUBJECT;LABEL;DICE;HDRFDST
120111-PP;Amygdala;0.30900070871722185;20.904544960366874
120111-PP;GreyMatter;0.7022713647968888;2.23606797749979
120111-PP;Hippocampus;0.19458366108551522;28.513154858766505
120111-PP;Thalamus;0.4768497658351425;33.301651610693426
120111-PP;WhiteMatter;0.8208315752157652;2.23606797749979
122317;Amygdala;0.4238587137620793;14.866068747318506
122317;GreyMatter;0.7041109948561511;2.23606797749979
122317;Hippocampus;0.2690046087831753;28.0
122317;Thalamus;0.473784417106034;42.21374183841087
122317;WhiteMatter;0.7875059956953981;4.58257569495584
122317-PP;Amygdala;0.3402978677809922;13.892443989449804
122317-PP;GreyMatter;0.7028604647518296;2.23606797749979
122317-PP;Hippocampus;0.20521211637466577;29.597297173897484
122317-PP;Thalamus;0.49745862517820616;41.0
122317-PP;WhiteMatter;0.7875513832256653;4.47213595499958
122620;Amygdala;0.3944065562496418;14.422205101855956
122620;GreyMatter;0.7129554053565038;2.449489742783178
122620;Hippocampus;0.2769802900706582;27.910571473905726
122620;Thalamus;0.5083057892272992;35.91656999213594
122620;WhiteMatter;0.8199924810225809;2.8284271247461903
122620-PP;Amygdala;0.3264533232342359;14.696938456699069
122620-PP;GreyMatter;0.7124853251106805;2.8284271247461903
122620-PP;Hippocampus;0.2182669025889365;28.600699292150182
122620-PP;Thalamus;0.5342850702532121;32.155870381627054
122620-PP;WhiteMatter;0.8190982889668559;2.23606797749979
123117;Amygdala;0.307095522870535;21.0
123117;GreyMatter;0.6673531865298417;4.0
123117;Hippocampus;0.2882741993288372;26.851443164195103
123117;Thalamus;0.4255767484105359;42.40283009422838
123117;WhiteMatter;0.8346836748978375;3.0
123117-PP;Amygdala;0.24646099565423174;22.9128784747792
123117-PP;GreyMatter;0.6668986869880773;3.4641016151377544
123117-PP;Hippocampus;0.2265676820245931;28.5657137141714
123117-PP;Thalamus;0.448403630401384;41.20679555607303
123117-PP;WhiteMatter;0.8335226355508598;3.0
123925;Amygdala;0.34683128504275923;22.759613353482084
123925;GreyMatter;0.6965862912470396;2.23606797749979
123925;Hippocampus;0.2669852084531552;32.202484376209235
123925;Thalamus;0.4940258921772012;41.0
123925;WhiteMatter;0.8214196012332488;3.605551275463989
123925-PP;Amygdala;0.2737833594976452;25.019992006393608
123925-PP;GreyMatter;0.6954077139329983;2.23606797749979
123925-PP;Hippocampus;0.20326276686210445;33.91164991562634
123925-PP;Thalamus;0.5180099585292445;39.44616584663204
123925-PP;WhiteMatter;0.8209358532289559;3.1622776601683795
124422;Amygdala;0.4213130790033949;20.83266665599966
124422;GreyMatter;0.6757114049364823;2.0
124422;Hippocampus;0.25952151380016875;31.016124838541646
124422;Thalamus;0.4867419341659063;45.39823785126467
124422;WhiteMatter;0.7439950567952149;4.242640687119285
124422-PP;Amygdala;0.3325793902108025;20.09975124224178
124422-PP;GreyMatter;0.672731092763931;2.0
124422-PP;Hippocampus;0.1937155958222114;30.4138126514911
124422-PP;Thalamus;0.5122271056992579;43.95452195167182
124422-PP;WhiteMatter;0.744243164124226;4.123105625617661
